,businessname,fulladdress,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore
444,PRIMA PASTA SALADS PANINI,5325 LYNDALE AVE S,44.90616,-93.28761,"[[35399, 203261, 253556]]","[['2017/06/29', '2018/06/27', '2019/06/25']]","[['Routine', 'Routine', 'Routine']]","[[94, 96, 96]]"
445,PSYCHO SUZI'S MOTOR LOUNGE,1900 MARSHALL ST NE,45.00752,-93.27233,"[[203939, 210661, 210660, 261205, 261204]]","[['2017/07/20', '2017/08/18', '2018/07/20', '2018/08/17', '2019/07/19']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[92, 100, 86, 100, 92]]"
446,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W,44.94913,-93.32083,"[[35604, 190579, 189723, 242938, 242937]]","[['2017/01/30', '2017/03/22', '2018/02/12', '2018/03/20', '2019/02/22']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[86, 100, 86, 98, 96]]"
447,PUNCH NEAPOLITAN PIZZA,208 HENNEPIN AVE E,44.98746,-93.25676,"[[35583, 191728, 245838, 245837, 304951]]","[['2017/02/27', '2018/03/12', '2018/04/18', '2019/03/14', '2019/05/02']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 94, 100, 94, 100]]"
448,PUNCH NEAPOLITAN PIZZA,802 WASHINGTON AVE SE,44.97341,-93.2268,"[[35623, 202185, 253342]]","[['2017/06/23', '2018/06/25', '2019/06/19']]","[['Routine', 'Routine', 'Routine']]","[[100, 96, 100]]"
449,Q FANATIC BBQ,6009 NICOLLET AVE,44.89396,-93.27773,"[[124248, 124247, 234416, 234508, 280556]]","[['2017/02/01', '2017/11/30', '2017/11/30', '2018/11/29', '2019/11/06']]","[['Follow-Up', 'Routine', 'Routine', 'Routine', 'Routine']]","[[100, 98, 98, 100, 92]]"
450,QDOBA MEXICAN GRILL,324 14TH AVE SE,44.98014,-93.23575,"[[35709, 192733, 246727, 246726, 307960]]","[['2017/03/15', '2018/03/21', '2018/05/02', '2019/04/02', '2019/05/16']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 100, 100, 92, 96]]"
451,QUANG RESTAURANT,2719 NICOLLET AVE,44.95309,-93.27749,"[[35893, 224823, 224822, 271359]]","[['2017/09/07', '2017/10/24', '2018/09/07', '2019/09/06']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[82, 100, 100, 92]]"
452,R A MACSAMMY'S  ELBOW ROOM,735 48TH ST E,44.91592,-93.26318,"[[255638, 275313, 275312]]","[['2018/09/26', '2018/11/14', '2019/10/29']]","[['Routine', 'Follow-Up', 'Routine']]","[[76, 96, 92]]"
453,RAAG PROGRESSIVE INDIAN RESTAURANT,3812 50TH ST W,44.91285,-93.32813,[[332037]],[['2020/01/02']],[['Routine']],[[98]]
454,RAINBOW CHINESE RESTAURANT,2739 NICOLLET AVE,44.95242,-93.2775,"[[180079, 233211, 280589]]","[['2017/11/16', '2018/11/27', '2019/12/17']]","[['Routine', 'Routine', 'Routine']]","[[98, 96, 94]]"
455,RAISING CANES CHICKEN FINGERS,825 WASHINGTON AVE SE,44.97405,-93.22603,"[[42053, 227811]]","[['2017/10/05', '2019/04/03']]","[['Routine', 'Routine']]","[[100, 100]]"
456,RAMEN KAZAMA,3400 NICOLLET AVE,44.94108,-93.2782,"[[42084, 192166, 192165, 247082]]","[['2017/03/01', '2017/04/06', '2018/03/21', '2019/04/18']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[100, 100, 100, 96]]"
457,RAMEN KAZAMA SELECT,1510 COMO AVE SE,44.9876,-93.22983,"[[247304, 251364, 251363, 311587]]","[['2018/05/24', '2018/07/13', '2019/05/23', '2019/07/19']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[60, 92, 88, 100]]"
458,RAY J'S,500 CENTRAL AVE SE,44.9888,-93.25277,"[[42155, 42156, 231476, 237106, 243190, 247791, 231475, 278710, 281581, 278709, 336080]]","[['2017/03/07', '2017/10/18', '2017/12/20', '2018/02/19', '2018/04/05', '2018/05/11', '2018/10/30', '2018/12/14', '2019/01/25', '2019/10/30', '2019/12/10']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 78, 84, 92, 92, 96, 76, 94, 98, 74, 96]]"
459,RED COW,208 1ST AVE N,44.98377,-93.26972,"[[190043, 191145, 191144, 245666, 245665, 308654]]","[['2017/02/22', '2017/04/14', '2018/03/01', '2018/04/09', '2019/03/27', '2019/05/24']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 100, 70, 90, 90, 96]]"
460,RED COW,3624 50TH ST W,44.91272,-93.32613,"[[229151, 230345, 241026, 230344, 277420, 277419]]","[['2017/10/19', '2018/01/11', '2018/02/27', '2018/10/25', '2018/11/30', '2019/10/30']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[78, 90, 96, 86, 100, 100]]"
461,RED COW,2626 HENNEPIN AVE,44.95469,-93.29767,"[[219209, 230842, 278486]]","[['2017/10/20', '2018/10/22', '2019/10/25']]","[['Routine', 'Routine', 'Routine']]","[[90, 92, 96]]"
462,RED DRAGON,2116 LYNDALE AVE S,44.96116,-93.28845,"[[42261, 229640, 229639, 280383, 279818, 337779]]","[['2017/10/16', '2017/12/18', '2018/11/16', '2019/02/03', '2019/11/15', '2020/01/02']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 98, 92, 92, 90, 98]]"
463,RED RABBIT,201 WASHINGTON AVE N,44.98359,-93.2719,"[[247353, 248896, 252146, 248895]]","[['2018/04/25', '2018/06/07', '2018/07/05', '2019/05/09']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[78, 92, 94, 100]]"
464,RED STAG SUPPERCLUB,509 1ST AVE NE,44.99048,-93.25374,"[[42333, 205321, 205320, 259501, 267876, 259500, 316252]]","[['2017/07/12', '2017/09/13', '2018/07/18', '2018/08/23', '2018/10/17', '2019/07/18', '2019/09/03']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[92, 96, 84, 92, 96, 86, 92]]"
465,RED WAGON PIZZA,5416 PENN AVE S,44.90457,-93.30906,"[[48928, 190597, 189153, 243573]]","[['2017/01/25', '2017/03/22', '2018/02/14', '2019/02/27']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 96, 100, 100]]"
466,REPUBLIC,221 CEDAR AVE S,44.97318,-93.24693,"[[189623, 196262, 196261, 248488, 252249, 254639, 248487]]","[['2017/04/10', '2017/05/25', '2018/04/23', '2018/05/29', '2018/07/16', '2018/09/27', '2019/04/23']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']]","[[72, 96, 82, 86, 88, 96, 90]]"
467,RESTAURANT ALMA,528 UNIVERSITY AVE SE,44.98373,-93.24814,"[[308979, 314779]]","[['2019/04/23', '2019/07/10']]","[['Routine', 'Follow-Up']]","[[82, 96]]"
468,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,44.9164,-93.26303,"[[43250, 195187, 195186, 249367, 254139, 249366, 313112]]","[['2017/03/29', '2017/04/25', '2018/05/03', '2018/06/28', '2018/09/13', '2019/05/23', '2019/07/22']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[92, 96, 78, 92, 100, 84, 100]]"
469,REVERIE MOBILE KITCHEN,3500 BLOOMINGTON AVE,44.93937,-93.25268,[[315196]],[['2019/09/03']],[['Routine']],[[92]]
470,REVIVAL MPLS,4257 NICOLLET AVE,44.9252,-93.27754,"[[49243, 194100, 194099, 248971, 252582, 269217, 248970, 309898]]","[['2017/03/28', '2017/05/08', '2018/04/25', '2018/06/13', '2018/08/29', '2018/09/19', '2019/05/02', '2019/06/19']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[92, 96, 92, 100, 98, 100, 90, 100]]"
471,RINATA,2451 HENNEPIN AVE,44.95758,-93.2948,"[[49321, 229632, 229631, 279819]]","[['2017/10/16', '2017/12/18', '2018/11/16', '2019/11/15']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[98, 100, 96, 92]]"
472,RITZ THEATER,345 13TH AVE NE,45.00121,-93.26226,"[[218660, 231467]]","[['2017/10/30', '2019/04/29']]","[['Routine', 'Routine']]","[[96, 100]]"
473,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,44.93447,-93.21249,"[[56589, 199719, 199718, 252556, 263543, 252555, 315038]]","[['2017/05/17', '2017/07/31', '2018/06/11', '2018/08/10', '2018/10/09', '2019/06/27', '2019/08/27']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 100, 86, 90, 100, 88, 96]]"
474,RIVERVIEW THEATER,3800 42ND AVE S,44.93406,-93.21314,[[56598]],[['2018/05/30']],[['Routine']],[[100]]
475,ROAT OSHA,3001 HENNEPIN AVE,44.94743,-93.29732,[[323324]],[['2019/10/14']],[['Routine']],[[98]]
476,ROCK BOTTOM BREWERY,800 LASALLE AVE,44.97641,-93.27513,"[[56676, 230570, 234168, 237416, 230569, 276296, 276295, 332881]]","[['2017/10/17', '2017/11/29', '2018/01/10', '2018/02/20', '2018/10/15', '2018/12/17', '2019/10/09', '2019/11/18']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[78, 86, 88, 96, 92, 96, 84, 100]]"
477,ROTI MODERN MEDITERANEAN,80 8TH ST S #150,44.97609,-93.27207,"[[204008, 225619, 246544, 273270]]","[['2017/09/18', '2017/11/01', '2018/09/28', '2019/09/26']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[88, 98, 100, 100]]"
478,ROTI MODERN MEDITERRANEAN FOOD,614 WASHINGTON AVE SE,44.97341,-93.22958,[[309924]],[['2019/07/03']],[['Routine']],[[100]]
479,ROUGE AT THE LOUNGE,411 2ND AVE N,44.98159,-93.27371,"[[124816, 124815, 281155]]","[['2017/02/24', '2018/12/06', '2019/01/10']]","[['Follow-Up', 'Routine', 'Follow-Up']]","[[100, 96, 100]]"
480,RUNYONS,107 WASHINGTON AVE N,44.98288,-93.27089,"[[56974, 190557, 188216, 242373, 290903]]","[['2017/01/18', '2017/03/08', '2018/01/17', '2019/01/17', '2020/01/14']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine']]","[[100, 100, 100, 98, 82]]"
481,RUSTY TACO,522 HENNEPIN AVE E,44.98917,-93.25233,"[[57015, 57025, 202158, 202017, 252263, 251501, 252262]]","[['2017/06/07', '2017/06/17', '2018/05/20', '2018/06/06', '2018/07/03', '2019/04/20', '2019/06/11']]","[['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine']]","[[96, 98, 96, 82, 90, 94, 92]]"
482,SABBAI CUISINE EXPRESS,920 LAKE ST E #114,44.94931,-93.26076,"[[57122, 191229, 243019, 243018]]","[['2017/02/21', '2018/02/14', '2018/03/16', '2019/02/04']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 90, 100, 92]]"
483,SAFARI EXPRESS,920 LAKE ST E #134,44.94931,-93.26076,"[[57210, 230394, 230393, 275151, 290902, 275150, 332509, 335798]]","[['2017/10/19', '2017/11/20', '2018/10/09', '2019/01/18', '2019/02/21', '2019/10/09', '2019/11/01', '2019/11/26']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[86, 94, 76, 92, 98, 80, 86, 92]]"
484,SAFARI RESTAURANT,3010 4TH AVE S,44.94787,-93.27067,"[[57244, 228668, 232673, 228667, 274075, 274074, 330587, 337318, 340051, 340594, 348973]]","[['2017/10/09', '2017/11/09', '2017/12/12', '2018/10/01', '2018/11/01', '2019/09/26', '2019/11/15', '2019/12/27', '2020/01/10', '2020/01/17', '2020/01/24']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up']]","[[86, 84, 96, 90, 98, 70, 70, 82, 86, 90, 96]]"
485,SAIGON UPTOWN RESTAURANT,3035 LYNDALE AVE S,44.94718,-93.28769,"[[63501, 225672, 225671, 271289, 271288]]","[['2017/09/08', '2017/10/30', '2018/09/06', '2018/11/28', '2019/09/20']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[82, 98, 78, 94, 94]]"
486,SASSY SPOON,5001 34TH AVE S,44.91227,-93.2224,"[[15193, 193446, 193445, 247610]]","[['2017/03/21', '2017/04/20', '2018/04/10', '2019/04/11']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 100, 100, 96]]"
487,SAWATDEE RESTAURANT,607 WASHINGTON AVE S #100,44.97718,-93.25962,"[[15301, 190559, 189910, 245247]]","[['2017/02/06', '2017/03/14', '2018/02/14', '2019/03/05']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[98, 100, 96, 98]]"
488,SCOTT JA-MAMAS,3 DIAMOND LAKE RD W,44.90375,-93.27844,[[305140]],[['2019/05/24']],[['Routine']],[[92]]
489,SEA SALT EATERY,4801 MINNEHAHA AVE,44.91557,-93.20955,"[[15474, 200787, 200786, 254825]]","[['2017/06/01', '2017/07/19', '2018/07/17', '2019/08/06']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[94, 96, 100, 94]]"
490,SEED CAFE,3252 LAKE ST W #B,44.94913,-93.32083,"[[270994, 281138, 281137]]","[['2018/11/27', '2019/02/05', '2019/11/27']]","[['Routine', 'Follow-Up', 'Routine']]","[[84, 96, 98]]"
491,SEGUE COFFEE,811 11TH AVE S,44.96902,-93.25765,[[327061]],[['2019/10/25']],[['Routine']],[[96]]
492,SEN YAI SEN LEK,2424 CENTRAL AVE NE,45.0129,-93.24776,"[[15627, 189808, 242347, 298781]]","[['2017/02/01', '2018/02/07', '2019/02/07', '2019/03/12']]","[['Routine', 'Routine', 'Routine', 'Follow-Up']]","[[98, 96, 90, 94]]"
493,SEVEN ACQUISITION LLC,700 HENNEPIN AVE,44.97801,-93.27548,"[[44689, 192037, 192036, 246712, 249154, 253686, 258092, 246711, 308055]]","[['2017/02/28', '2017/04/21', '2018/03/20', '2018/05/01', '2018/06/26', '2018/07/25', '2018/08/31', '2019/04/09', '2019/05/03']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[90, 100, 86, 90, 86, 94, 96, 80, 96]]"
494,SEWARD COMMUNITY CAFE,2129 FRANKLIN AVE E,44.96253,-93.24121,"[[15839, 200485, 203923, 200484, 252083, 254321, 252082]]","[['2017/05/31', '2017/07/13', '2017/07/27', '2018/06/06', '2018/07/11', '2018/08/22', '2019/05/30']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[78, 90, 100, 82, 94, 100, 94]]"
495,SHUANG CHENG RESTAURANT,1320 4TH ST SE,44.98044,-93.23657,"[[124178, 124177, 237053, 243184, 247698, 237052, 286521, 286520]]","[['2017/02/14', '2017/12/14', '2018/02/19', '2018/04/05', '2018/05/17', '2018/12/20', '2019/02/01', '2019/12/20']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[96, 76, 86, 98, 100, 90, 100, 86]]"
496,SIDEWALK KITCHEN,817 WASHINGTON AVE SE,44.97385,-93.22626,"[[203828, 225449, 225448, 273440, 330868]]","[['2017/09/13', '2017/11/13', '2018/09/26', '2019/09/30', '2019/11/26']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[78, 96, 92, 90, 92]]"
497,SIKORAS POLISH MARKET & DELI,1625 WASHINGTON ST NE,45.00503,-93.25719,"[[23107, 216802, 23101, 272508, 272507]]","[['2017/08/14', '2018/08/14', '2018/08/30', '2018/09/13', '2019/08/14']]","[['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']]","[[92, 84, 100, 96, 98]]"
498,SIMPLS,950 NICOLLET MALL #205,44.97479,-93.27499,"[[242462, 243346]]","[['2018/02/14', '2019/03/18']]","[['Routine', 'Routine']]","[[98, 96]]"
499,SIMPLS,601 MARQUETTE AVE #210,44.97686,-93.26995,"[[242465, 243776, 243777]]","[['2018/02/22', '2018/04/03', '2019/02/28']]","[['Routine', 'Follow-Up', 'Routine']]","[[100, 100, 100]]"
500,SIMPLS,800 NICOLLET MALL,44.97564,-93.27385,[[314031]],[['2019/08/16']],[['Routine']],[[100]]
501,SIP COFFEEBAR,34 13TH AVE NE #101,44.99914,-93.27166,"[[23205, 180903, 234746, 285928]]","[['2017/01/03', '2017/12/04', '2018/12/14', '2019/12/13']]","[['Routine', 'Routine', 'Routine', 'Routine']]","[[96, 100, 96, 98]]"
502,SKYWAY WOK,250 2ND AVE S #245B & C,44.98025,-93.26627,"[[180137, 236731, 236730, 286264]]","[['2017/12/21', '2018/02/12', '2018/12/18', '2019/12/16']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[90, 100, 94, 100]]"
503,SMACK SHACK,603 WASHINGTON AVE N,44.98694,-93.27658,"[[29317, 29298, 196787, 29299, 199900, 196786, 248294, 248293, 313410]]","[['2017/04/24', '2017/05/23', '2017/05/23', '2017/06/29', '2017/06/29', '2018/04/19', '2018/05/30', '2019/06/06', '2019/07/05']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[64, 100, 86, 100, 100, 86, 96, 84, 98]]"
504,SMITH & PORTER/PORTER CAFE,428 2ND ST S,44.98046,-93.26096,"[[232448, 252259, 252258, 338370]]","[['2018/06/06', '2018/08/03', '2019/12/05', '2020/01/09']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 96, 80, 98]]"
505,SMOKE IN THE PIT,3733 CHICAGO AVE,44.93495,-93.26211,"[[29365, 222810, 222809, 272115, 272114]]","[['2017/08/22', '2017/10/19', '2018/09/10', '2018/10/22', '2019/09/24']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[78, 98, 90, 100, 100]]"
506,SNACK BAR,800 WASHINGTON AVE N #101,44.98953,-93.27869,[[330776]],[['2019/11/22']],[['Routine']],[[80]]
507,SO GOOD ASIAN,200 6TH ST S #SUITE 280,44.9769,-93.26762,"[[29465, 181186, 237301, 287065, 287155]]","[['2017/01/09', '2018/01/09', '2019/01/08', '2019/02/19', '2020/01/06']]","[['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']]","[[100, 100, 90, 100, 96]]"
508,SOHO CAFE,2532 HENNEPIN AVE,44.95613,-93.29692,"[[29643, 229612, 229611, 276681]]","[['2017/09/29', '2017/12/18', '2018/10/01', '2019/10/02']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[90, 94, 98, 94]]"
509,SONORA GRILL LONGFELLOW,3300 LAKE ST E,44.94869,-93.22392,"[[29791, 223140, 223139, 271445, 277283, 286290, 271444, 328475, 335842]]","[['2017/08/22', '2017/10/11', '2018/09/07', '2018/10/23', '2018/12/20', '2019/02/06', '2019/09/04', '2019/11/04', '2019/12/27']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[88, 96, 78, 86, 92, 96, 60, 80, 84]]"
510,SORRENTO CUCINA,625 MARQUETTE AVE #234,44.97642,-93.27017,"[[29810, 203839, 203838, 255592, 255591, 316361]]","[['2017/07/11', '2017/08/30', '2018/07/18', '2018/08/27', '2019/07/18', '2019/09/09']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[70, 96, 82, 98, 90, 92]]"
511,SORRENTO CUCINA DUE,200 5TH ST S #290,44.97766,-93.26697,"[[29818, 192202, 245280]]","[['2017/03/08', '2018/03/02', '2019/02/28']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 98]]"
512,SOTAROL,5005 EWING AVE S,44.91218,-93.3274,"[[29854, 196841, 245970, 245969]]","[['2017/02/22', '2018/03/12', '2018/05/01', '2019/03/22']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[94, 90, 96, 98]]"
513,SOTAROL,309 OAK ST SE,44.9731,-93.22669,"[[189148, 196609, 196608, 247530, 307065]]","[['2017/04/06', '2017/05/04', '2018/04/05', '2019/03/26', '2019/04/30']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[82, 96, 100, 86, 100]]"
514,SOTAROL UPTOWN,2935 GIRARD AVE S,44.94885,-93.29663,"[[194952, 204578, 255565, 254817]]","[['2017/07/15', '2018/07/18', '2018/09/11', '2019/07/18']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[94, 92, 100, 100]]"
515,SOUL BOWL,520 4TH ST N,44.98493,-93.27707,"[[307655, 330408, 335622, 337976, 340165]]","[['2019/09/23', '2019/10/31', '2019/11/26', '2020/01/02', '2020/02/03']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up']]","[[88, 88, 86, 88, 94]]"
516,SOUTHEAST LIBRARY,1222 4TH ST SE,44.98089,-93.23776,[[223148]],[['2017/11/09']],[['Routine']],[[100]]
517,SOUTHERN THEATER THE,1420 WASHINGTON AVE S,44.97354,-93.24795,"[[35946, 189779]]","[['2017/02/02', '2019/01/17']]","[['Routine', 'Routine']]","[[100, 100]]"
518,SOVEREIGN GROUNDS,813 48TH ST E,44.91588,-93.26214,"[[36072, 188237, 243417, 243416, 304288]]","[['2017/01/18', '2018/02/08', '2018/03/15', '2019/03/06', '2019/05/09']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 86, 98, 90, 92]]"
519,SPARROW CAFE,5001 PENN AVE S,44.91216,-93.30845,"[[36108, 246816]]","[['2018/03/27', '2019/09/24']]","[['Routine', 'Routine']]","[[100, 100]]"
520,SPHYNX CAFE,813 4TH ST SE,44.98383,-93.24321,"[[180219, 195376, 200146, 36144, 225047, 232792, 237212, 245390, 225046, 271459, 277092, 280524, 290958, 271458, 330361]]","[['2017/03/30', '2017/05/23', '2017/07/11', '2017/08/22', '2017/11/09', '2018/01/04', '2018/02/27', '2018/04/19', '2018/08/30', '2018/10/24', '2018/11/27', '2019/01/17', '2019/03/12', '2019/09/19', '2019/11/20']]","[['Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[94, 94, 100, 82, 84, 84, 94, 98, 74, 92, 94, 94, 96, 86, 94]]"
521,SPITZ,518 HENNEPIN AVE E,44.98917,-93.25233,"[[36203, 214080, 263879, 263878, 319552]]","[['2017/07/31', '2018/08/03', '2018/09/07', '2019/07/30', '2019/09/03']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 90, 100, 90, 100]]"
522,SPOON AND STABLE,211 1ST ST N #150,44.98531,-93.26965,"[[36210, 192050, 199636, 192049, 246570, 246569, 307455]]","[['2017/03/01', '2017/05/12', '2017/06/14', '2018/03/15', '2018/04/18', '2019/03/28', '2019/05/04']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 90, 98, 88, 96, 90, 100]]"
523,SPRING STREET TAVERN AND CLUB UNDERGROUN,355 MONROE ST NE,44.99489,-93.25206,"[[36307, 192758, 192757, 246687, 305027]]","[['2017/03/14', '2017/04/14', '2018/03/16', '2019/03/15', '2019/05/02']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[88, 96, 96, 86, 98]]"
524,SPROUT SALAD COMPANY,555 NICOLLET MALL #295,44.97817,-93.2706,"[[36315, 194442, 194441, 247424, 251666, 247423, 308361, 309885]]","[['2017/04/04', '2017/04/25', '2018/04/04', '2018/05/31', '2018/07/24', '2019/03/25', '2019/05/02', '2019/05/29']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[88, 98, 94, 98, 100, 96, 96, 100]]"
525,SPROUT SALAD COMPANY,309 HURON BLVD SE,44.97321,-93.22313,"[[36319, 230959, 278708, 336581]]","[['2017/10/25', '2018/11/06', '2019/11/08', '2020/01/06']]","[['Routine', 'Routine', 'Routine', 'Follow-Up']]","[[96, 100, 86, 96]]"
526,STADIUM BAR & GRILL,207 WASHINGTON AVE N,44.9837,-93.27205,"[[36538, 231409, 278451, 335381]]","[['2017/10/24', '2018/10/30', '2019/10/29', '2019/12/03']]","[['Routine', 'Routine', 'Routine', 'Follow-Up']]","[[96, 92, 78, 96]]"
527,STANDISH CAFE,2403 38TH ST E,44.93397,-93.2368,"[[272880, 281574, 281573]]","[['2018/12/11', '2019/01/17', '2019/12/18']]","[['Routine', 'Follow-Up', 'Routine']]","[[80, 94, 92]]"
528,STANLEYS NORTHEAST BAR ROOM,2500 UNIVERSITY AVE NE,45.01338,-93.26356,"[[36563, 230977, 277285, 277284]]","[['2017/10/10', '2018/10/22', '2018/12/10', '2019/10/22']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 92, 100, 90]]"
529,STAR DRAGON,1540 LAKE ST E,44.94865,-93.25172,"[[36657, 200617, 200616, 253053, 259629, 253052]]","[['2017/05/23', '2017/07/05', '2018/06/18', '2018/07/18', '2018/08/28', '2019/06/12']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[80, 98, 72, 96, 100, 94]]"
530,STATE THEATRE,805 HENNEPIN AVE,44.97662,-93.27574,"[[42550, 233384]]","[['2017/11/15', '2019/11/22']]","[['Routine', 'Routine']]","[[96, 98]]"
531,STUB & HERBS,227 OAK ST SE,44.97383,-93.22682,"[[42793, 207356, 221012, 207355, 256645, 256644, 319985, 331043]]","[['2017/07/26', '2017/08/23', '2017/09/29', '2018/07/24', '2018/09/11', '2019/07/24', '2019/09/23', '2020/01/01']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[88, 80, 82, 96, 100, 82, 78, 96]]"
532,SUN STREET BREADS,4600 NICOLLET AVE,44.91945,-93.27835,"[[49739, 190033, 242990, 304653]]","[['2017/02/07', '2018/02/15', '2019/03/06', '2019/04/24']]","[['Routine', 'Routine', 'Routine', 'Follow-Up']]","[[100, 92, 94, 100]]"
